T-R Separation Distance (m),Time Delay (ns),Received Power (dBm), Phase (rad),Azimuth AoD (degree),Elevation AoD (degree),Azimuth AoA (degree),Elevation AoA (degree),Path Loss (dB),RMS Delay Spread (ns),Classes
55.3,200,-81.1,2.7,149,-23.5,251.4,20,111,3.2,1
55.3,204,-77.3,5.4,295,-28.6,231.7,29,107,4.3,1
55.3,210,-73.9,0.1,56,-9,227.3,43,102.9,13.5,1
55.3,210,-76.6,4.3,160,-17.9,237.1,27,106.4,11.4,1
55.3,213,-78.4,4,55,-8.6,237.3,28,104,17.7,1
55.3,219,-87.8,2.6,143,-19.4,231.6,42,117.6,4.6,1
55.3,219,-65.4,1.1,292,-16.2,231.2,23,95.4,1.1,1
55.3,229,-80.8,2.5,59,-9.2,228,69,109.9,10.6,1
55.3,256,-74.7,6.1,50,-11.4,221.2,44,104.1,15.4,1
55.3,251,-89.7,5.5,58,-7.3,233.6,4,117.2,23.6,1
55.3,255,-82.4,4.1,152,-11.2,244.1,7,112.2,8.7,1
55.3,264,-88.2,5,298,-17.9,236.4,33,112.5,21.3,1
55.3,264,-73.6,3.6,159,-17.6,237.6,15,103.6,6.2,1
55.3,264,-84.5,0.3,166,-20.5,235.9,3,114.2,4.3,1
55.3,269,-78.3,5,61,-5.9,240.5,12,107.6,29.6,1
55.3,277,-82.9,2,52,-11.2,241,27,108.8,33,1
55.3,279,-93.3,6.1,63,-9.4,242.4,21,110.7,31.5,1
55.3,283,-83,1.5,128,-14.7,248.3,22,112.9,11.1,1
55.3,284,-91.2,5,144,-15.8,236.1,8,120.4,11.9,0
55.3,291,-97.2,4.1,165,-21.3,234.7,20,111.3,25.1,1
55.3,292,-85.8,3.7,292,-13.6,248.1,10,114.9,37.2,1
55.3,299,-86.1,3.4,147,-18.9,231,24,115.5,27.7,1
55.3,306,-88.6,3.1,286,-18.4,231.5,33,110.7,32.2,1
55.3,306,-99.7,4.3,285,-15.7,244.3,17,121.4,46.4,0
55.3,307,-103.5,1.7,140,-12.3,218.5,8,133.3,18.7,0
55.3,360,-95.5,5,69,-12.5,236.8,37,114.1,45.4,1
55.3,360,-101.5,2.1,173,-16.8,238.7,21,125.5,59.3,0
55.3,364,-103.6,0.4,67,-10.4,237.9,23,117.5,39.6,1
55.3,365,-92.8,2.7,303,-16.1,239.6,11,121.9,52.6,0
55.3,374,-98.9,5.5,72,-11.4,241.5,34,121.4,81.1,0
55.3,366,-104.6,4.7,304,-19,245.2,-16,133.9,49.7,0
55.3,378,-98.1,0,301,-13.7,255.9,16,124.5,90.5,0
55.3,383,-98.9,3.6,308,-12.2,244.8,16,123.5,91.7,0
55.3,389,-104.5,1.7,309,-20.9,232,27,125.3,57.8,0
55.3,392,-104.1,2.5,154,-9,245.7,19,122.1,50.3,0
55.3,402,-104.8,5.4,52,-10.2,231.9,46,109.2,17.2,1
55.3,403,-97.2,2.7,307,-19.3,247.7,29,127,33.9,0
55.3,407,-104.1,2.5,157,-22.3,222.5,28,129.4,84.8,0
55.3,409,-107,5.4,72,-13.6,236.6,13,113.3,18.4,1
55.3,415,-112.1,4.2,161,-16.2,238.6,19,105.3,16.9,1
55.3,421,-115.5,0.6,73,-11.8,251,27,116.4,11.3,1
55.3,424,-113.1,3.3,70,-10.2,230.2,20,121,35.9,0
55.3,481,-118.2,1.8,165,-17,237.5,17,107.2,13.3,1
55.3,482,-124.8,5.3,289,-18.5,246.1,12,118.2,46.7,1
55.3,489,-126,2.6,71,-11.4,237.1,30,118.4,50.1,1
55.3,487,-115.6,0.8,168,-16.2,233.1,8,117.6,9.6,1
55.3,491,-111.7,1.1,163,-13.9,265.3,13,134.2,97.1,0
55.3,492,-121.4,6.2,296,-16.2,234.9,4,127.3,49.3,0
55.3,499,-110.4,6,70,-13.1,228.9,25,120.4,36.8,0
55.3,502,-137.4,4.2,306,-16.5,242.6,22,129,87.1,0
55.3,504,-119.6,0.6,58,-9.8,236.8,18,114.9,30.7,1
55.3,506,-121.5,3.8,162,-14.5,223.3,14,129.2,27.9,0
55.3,513,-129.9,1.3,281,-21.5,235.6,32,120.5,45.3,0
55.3,511,-133,1,298,-17.4,252,13,120.3,57.5,0
55.3,518,-127.7,3.7,63,-13.3,236.5,26,111.8,16.6,1
55.3,522,-140.5,3.7,156,-15.6,242.7,31,115.4,6.5,1
55.3,522,-130.8,0.6,306,-17.7,250.5,20,126.5,81.6,0
55.3,523,-136,5.5,81,-13.2,260,10,124.2,4.3,0
55.3,538,-136.9,3.4,151,-19.1,240.6,64,137.6,35.7,0
55.3,532,-142.6,2.6,292,-12.1,233.8,19,100.5,1.1,1
55.3,533,-129.8,0.9,308,-16,234.9,15,127.5,63.4,0
55.3,541,-134.7,2.7,159,-15.5,248.3,32,125.4,19.8,0
55.3,541,-133,0.3,292,-18.9,252.7,22,124.9,27.9,0
55.3,545,-140.6,2.7,71,-14.2,238.4,24,120.8,36.9,0
55.3,544,-119.6,1.2,153,-18.7,234.4,8,115.4,7.5,1
55.3,546,-128.8,5.3,67,-11,239.9,7,109,23.5,1
55.3,555,-136.9,1.2,296,-15.4,256.6,28,127.5,20.6,0
55.3,559,-144.9,2,66,-15.1,231.7,32,112.9,17.6,1
55.3,560,-140.6,2.5,67,-11.8,232.2,23,118.7,31.5,1
55.3,566,-142.9,4,288,-18,220.4,37,126.7,27.8,0
55.3,560,-137.9,5.2,289,-17.2,232.9,0,126,11.6,0
55.3,638,-145.9,2.3,66,-14.2,234.4,9,121.3,42,0
55.3,639,-139.3,5.3,163,-18.7,251,0,132.6,29.9,0
55.3,655,-137,1.5,62,-18.9,231.9,54,132.7,17.6,0
55.3,648,-147.8,3.4,70,-13,239.5,8,107.7,10.8,1
55.3,857,-160,3.3,285,-10.8,254.3,4,128.9,42.9,0
55.3,865,-160,0.2,66,-13.5,245.6,21,103.1,6.5,1
55.3,863,-160,1,280,-18.7,243.7,-1,136.5,31.1,0
55.3,869,-160,1.5,154,-19.7,245.9,9,117.8,25.3,1
55.3,876,-160,5.8,301,-15.8,243.6,18,123.2,74,0
55.3,885,-160,4.6,298,-18.1,222.8,33,119.7,8.1,1
55.3,887,-160,2.2,142,-14.5,234.6,21,122.6,38.1,0
55.3,887,-160,1.7,296,-15.7,245.2,3,123.5,41,0
55.3,895,-160,4.7,163,-14,244.3,13,112.5,16.6,1
55.3,903,-160,0.9,60,-13.1,233.5,23,113.7,17.3,1
55.3,912,-160,0.9,79,-15.8,251.4,38,135.3,35,0
55.3,912,-160,5.7,296,-13.9,240.8,16,115.2,27.4,1
55.3,919,-160,4.2,62,-11.6,230.8,23,115.6,16.2,1
55.3,921,-160,5.2,65,-10.2,228,10,123.4,32,0
55.3,929,-160,5.3,294,-13.3,255,17,122.6,57.8,0
55.3,939,-160,5.2,68,-14.9,242,32,120.5,57.4,0
55.3,941,-160,4.8,72,-16.4,231.5,17,124.4,37.3,0
55.4,189,-71.4,5.7,69,-11.7,248.8,14,101.4,1.2,1
55.4,186,-87.1,5.5,64,-6.9,240.3,-1,116.7,17.7,1
55.4,206,-84,5.4,57,-5,227.7,83,113.8,4.2,1
55.4,201,-73,1.3,57,-6.5,232.5,39,102.7,3.4,1
55.4,201,-83.3,2.9,148,-23.5,251.2,20,113.2,1.9,1
55.4,206,-77.2,5.7,300,-29.4,231.3,31,107.2,2,1
55.4,212,-76.9,0.5,54,-7.9,226.7,48,106.3,9.2,1
55.4,212,-79.4,4.6,156,-18.5,235.9,28,109.4,2.7,1
55.4,214,-76.7,4.2,54,-7.5,235.8,31,105.6,11.4,1
55.4,222,-80.7,3,138,-19.7,230.7,44,110.7,1.3,1
55.4,221,-80.3,1.4,293,-16.2,230.9,24,110.3,2.6,1
55.4,232,-92.6,3,57,-8.1,227.6,75,119.6,13.9,1
55.4,258,-84.5,0.2,50,-10.3,221.5,48,111.1,23.1,1
55.4,251,-81.4,5.6,57,-6.6,232.9,4,111.3,7.1,1
55.4,255,-85.3,4.2,151,-11.3,243.9,8,115.2,6.2,1
55.4,266,-87.8,5.3,301,-18.2,235.8,35,117.1,21,1
55.4,265,-89.7,3.7,158,-17.7,237.6,15,119.3,18,1
55.4,264,-91.4,0.3,163,-21.1,235.1,3,121.3,4.6,0
55.4,270,-95.9,5.2,59,-5.4,239.1,13,120.6,33,0
55.4,278,-88.8,2.3,51,-10.2,239.4,29,109.7,21.7,1
55.4,280,-84,6.3,61,-8.7,240.7,23,113.3,26,1
55.4,285,-86.2,1.8,124,-14.7,246.7,23,116.1,4.9,1
55.4,284,-85.2,5.1,143,-15.8,236.1,8,115.1,5,1
55.4,292,-101.2,4.3,164,-21.5,234.7,20,123,37.3,0
55.4,293,-96.5,3.8,292,-13.6,247.7,10,125.2,40.6,0
55.4,301,-99.5,3.6,144,-19.2,230.5,25,127.2,43,0
55.4,308,-95.7,3.4,287,-18.5,231.2,33,122.8,45.1,0
55.4,307,-96.2,4.5,286,-15.8,243.9,17,125.4,37.4,0
55.4,308,-96,1.8,139,-12.3,218.7,8,125.9,8.1,0
55.4,362,-119.3,5.4,67,-11.7,235.8,39,119.5,8.5,1
55.4,362,-97.5,2.3,172,-16.9,238.6,21,127.1,31.4,0
55.4,365,-115.5,0.6,65,-9.7,237,25,117.6,26.1,1
55.4,365,-109.4,2.9,305,-16.3,239.1,12,136.5,74.9,0
55.4,376,-115.7,5.9,71,-10.9,240.2,36,130,35.9,0
55.4,365,-102.1,4.5,307,-19.2,244.4,-17,132,18.5,0
55.4,379,-101,0.2,301,-13.7,255.6,16,129.9,75,0
55.4,384,-123.5,3.8,308,-12.1,244.5,16,133.7,51.4,0
55.4,391,-125.1,2,312,-21,231.8,29,130.2,23.5,0
55.4,393,-116.1,2.7,154,-9,245.5,19,130.3,41.3,0
55.4,404,-111.2,5.8,51,-9.6,231.2,49,110.4,10.1,1
55.4,405,-126.4,3,309,-19.5,246.8,30,141.2,50.4,0
55.4,409,-116,2.8,154,-22.7,222.5,29,133.1,44.5,0
55.4,409,-119.1,5.5,70,-13,235.9,14,121.9,16.7,0
55.4,416,-110,4.3,159,-16.5,238,19,118.5,31,1
55.4,422,-123.8,0.8,72,-11.1,249.3,29,128.4,25.8,0
55.4,426,-121.7,3.5,68,-9.6,229.9,22,129.2,45.7,0
55.4,482,-131,1.9,163,-17.3,237.1,18,121.9,30.6,0
55.4,483,-123.9,5.4,289,-18.5,245.9,12,127,50.1,0
55.4,491,-132.1,2.9,69,-10.8,236.5,32,126.7,34.5,0
55.4,487,-126.4,0.9,166,-16.5,232.8,8,127.9,11.1,0
55.4,492,-124.9,1.2,163,-13.9,265.1,13,145.2,87.1,0
55.4,492,-122.2,6.2,297,-16.2,234.7,4,137.4,51.4,0
55.4,501,-129.5,6.3,68,-12.4,228.8,26,129.6,30.9,0
55.4,503,-118.8,4.4,308,-16.7,242.1,23,137.8,80.3,0
55.4,505,-134.8,0.8,57,-9.4,236.2,19,118.3,29.5,1
55.4,507,-128.2,4,161,-14.5,223.4,14,141.1,47.6,0
55.4,515,-136.7,1.6,282,-21.9,235.4,33,128.5,48.4,0
55.4,512,-133.9,1.1,299,-17.6,251.3,13,129.6,78.1,0
55.4,519,-139.4,3.9,62,-12.7,235.9,28,116.4,32,1
55.4,524,-124.3,4,155,-15.6,242.6,31,116.8,5.1,1
55.4,523,-139.5,0.8,307,-17.9,249.7,21,135.3,68.1,0
55.4,523,-139.6,5.6,80,-12.8,258.6,10,129.3,4.7,0
55.4,541,-134.5,4,150,-19.3,239.5,65,140.9,33.7,0
55.4,533,-126.8,2.8,292,-12.1,233.7,19,115.9,4.4,1
55.4,534,-125.1,1.1,310,-16.1,234.6,16,141.5,80.1,0
55.4,543,-142.4,3,158,-15.5,248.2,32,130.7,14.9,0
55.4,542,-142.6,0.6,294,-19.1,252,22,136,56.2,0
55.4,546,-144.4,2.9,70,-13.7,237.7,25,125.8,41.3,0
55.4,544,-140.4,1.3,151,-18.9,234,9,122.9,13.1,0
55.4,547,-152,5.3,66,-10.5,239.3,7,118,19.4,1
55.4,557,-137.5,1.5,296,-15.4,256.4,28,140.3,49.3,0
55.4,561,-152.4,2.3,65,-14.6,231.3,33,122.1,10.7,0
55.4,561,-147.8,2.7,66,-11.4,231.8,24,124.7,39.9,0
55.4,568,-148.9,4.3,289,-18.3,220.7,38,138.6,44.4,0
55.4,560,-151.5,5.2,290,-17.3,232.8,0,138.5,31,0
55.4,638,-141.3,2.4,65,-13.6,234.1,9,126.8,32.2,0
55.4,638,-153.6,5.3,163,-18.7,250.9,0,142.4,28,0
55.4,657,-155.6,2,61,-18.3,231.4,56,135.5,13.5,0
55.4,649,-153.6,3.5,69,-12.6,238.9,9,116.3,7.1,1
55.4,857,-160,3.4,285,-10.8,254.1,4,141.1,46.9,0
55.4,866,-160,0.4,65,-13.1,245,22,111.9,30.2,1
55.4,862,-160,1,281,-18.7,243.5,-1,145.7,41.1,0
55.4,870,-160,1.6,153,-19.7,245.8,9,123.9,21.4,0
55.4,877,-160,5.9,301,-15.8,243.5,18,133.9,57.6,0
55.4,886,-160,4.9,299,-18.2,222.9,34,129.2,20.3,0
55.4,888,-160,2.4,140,-14.6,234.4,21,132.9,34.8,0
55.4,887,-160,1.7,297,-15.7,245.1,3,134.3,37.1,0
55.4,896,-160,4.8,162,-14.1,244,13,126.8,31.5,0
55.4,904,-160,1.1,59,-12.8,233.2,24,118.2,31.3,1
55.4,914,-160,1.2,78,-15.5,250.7,39,143.8,15.4,0
55.4,913,-160,5.9,297,-13.9,240.7,16,129.3,35,0
55.4,921,-160,4.4,62,-11.3,230.7,24,122,32.4,0
55.4,922,-160,5.3,64,-9.9,227.9,10,125.1,22.4,0
55.4,930,-160,5.4,295,-13.3,254.9,17,131.9,80.9,0
55.4,941,-160,5.5,67,-14.6,241.4,33,129,42.3,0
55.4,942,-160,4.9,72,-15.9,231.4,17,133.9,32.2,0
55.6,186,-87.5,5.5,61,-6.1,238.3,-1,117.5,3.1,1
55.6,190,-73,5.8,68,-11.5,248.1,14,103,0.4,1
55.6,202,-86.4,3.1,147,-23.5,251,20,116.4,1.2,1
55.6,203,-83.7,1.7,55,-5.7,231.5,44,113.1,4.6,1
55.6,208,-80.7,6,305,-30.2,230.9,34,110.7,0.9,1
55.6,209,-79.4,6,56,-4.4,226.5,91,109.4,1,1
55.6,213,-92.4,4.9,152,-19,234.8,30,122.4,3.2,0
55.6,214,-82.7,0.9,53,-7,226.1,52,112.6,3.6,1
55.6,216,-82.6,4.5,53,-6.6,234.5,35,112.3,8.4,1
55.6,222,-87,1.6,294,-16.3,230.5,24,117,1.9,1
55.6,224,-87,3.4,133,-19.9,229.8,47,117,0.9,1
55.6,235,-98,3.6,56,-7.2,227.1,81,120,9.8,1
55.6,251,-106.5,5.6,56,-5.9,232.2,5,127.9,32.8,0
55.6,256,-90.1,4.2,150,-11.3,243.8,8,119.9,7.4,1
55.6,260,-102.6,0.6,49,-9.3,221.8,53,117.5,8.2,1
55.6,264,-89.2,0.4,160,-21.7,234.4,3,119.1,2,1
55.6,265,-93.4,3.9,157,-17.8,237.5,16,123.2,8.9,0
55.6,268,-99.5,5.6,305,-18.6,235.1,37,126.7,29.9,0
55.6,271,-91.1,5.3,58,-4.9,237.9,14,120.7,20.5,0
55.6,280,-96.4,2.6,51,-9.4,237.8,32,116.3,19,1
55.6,282,-107.8,0.2,60,-8,239.2,25,128.6,40,0
55.6,285,-92.6,5.1,143,-15.8,236.1,8,122.4,6.7,0
55.6,286,-104.8,2,121,-14.5,245.2,25,134.5,22.2,0
55.6,293,-105.6,4.5,163,-21.6,234.6,21,130.8,21.8,0
55.6,293,-109.3,3.9,293,-13.7,247.3,10,133.2,45.6,0
55.6,302,-116.3,3.8,140,-19.4,230,26,139.1,36.5,0
55.6,308,-112.7,4.7,287,-15.8,243.5,17,135.4,48,0
55.6,308,-113.2,1.9,138,-12.3,219,8,142.7,22.3,0
55.6,310,-103.7,3.7,287,-18.6,230.9,34,130.3,45.5,0
55.6,363,-105.2,2.5,172,-17.1,238.5,22,134.8,34.7,0
55.6,364,-115.4,4.3,309,-19.4,243.6,-17,144.8,48.1,0
55.6,364,-107.3,5.8,65,-10.8,234.9,42,127.9,53.9,0
55.6,366,-116.1,3,308,-16.4,238.5,12,140.7,80.2,0
55.6,366,-110.5,0.9,64,-9,236.1,26,131.1,57.4,0
55.6,378,-120.5,6.2,69,-10.3,239,38,132.4,58.5,0
55.6,380,-116.2,0.4,301,-13.7,255.4,16,138.5,73.6,0
55.6,385,-114.3,3.9,309,-12.1,244.3,16,134.8,64.4,0
55.6,392,-112.1,2.2,315,-21.1,231.6,30,131.5,52.3,0
55.6,394,-117,2.9,153,-9,245.4,19,134,50.3,0
55.6,406,-128.7,3.3,312,-19.6,245.9,31,149.7,67.6,0
55.6,407,-123,6.2,51,-9,230.4,51,115.7,5.1,1
55.6,410,-116.7,5.7,69,-12.3,235.1,15,123.5,17.7,0
55.6,411,-131.2,3.1,152,-23,222.5,30,141,22.9,0
55.6,417,-118.1,4.5,157,-16.8,237.4,20,125.4,16.3,0
55.6,424,-130,1.1,70,-10.5,247.7,30,133.6,15.1,0
55.6,427,-123.8,3.7,67,-9,229.7,23,133.3,43.3,0
55.6,483,-136.5,2.1,161,-17.5,236.6,18,126.3,14.2,0
55.6,484,-135.9,5.6,290,-18.5,245.6,12,133.5,36.7,0
55.6,488,-131,1,165,-16.8,232.5,9,128,5.9,0
55.6,492,-132.2,0,297,-16.2,234.6,4,144.2,44.7,0
55.6,492,-141.1,1.3,163,-13.9,264.9,14,153.4,43.4,0
55.6,493,-120,3.2,68,-10.2,235.8,34,131.8,54.2,0
55.6,502,-135.3,0.2,67,-11.7,228.7,28,132.5,32.1,0
55.6,505,-132.5,4.6,310,-16.7,241.6,24,146.3,86,0
55.6,506,-135.6,1,57,-8.9,235.5,20,127.2,23.9,0
55.6,508,-145.4,4.1,160,-14.6,223.6,15,147.2,22.9,0
55.6,513,-128,1.3,301,-17.7,250.6,14,133.5,34.2,0
55.6,517,-133.2,1.9,284,-22.3,235.1,34,135.8,49.4,0
55.6,521,-143.9,4.2,61,-12,235.4,29,126.9,28.4,0
55.6,524,-143.1,5.7,78,-12.4,257.4,11,127.4,1.9,0
55.6,525,-144.7,1,309,-18,249,21,138.7,37.7,0
55.6,526,-141.1,4.3,155,-15.6,242.5,31,131.8,8.4,0
55.6,534,-146,3,293,-12.1,233.5,19,123.4,2.4,0
55.6,535,-148.1,1.2,312,-16.2,234.4,16,146.2,64.5,0
55.6,543,-147.1,0.8,295,-19.3,251.3,23,141.3,25.7,0
55.6,544,-135.9,4.5,148,-19.4,238.3,67,146.5,43.4,0
55.6,544,-153.9,3.3,158,-15.5,248,33,146.4,29.4,0
55.6,545,-147.9,1.3,149,-19.1,233.7,9,128.5,13.2,0
55.6,547,-148.5,5.4,65,-10,238.7,7,120.1,13.7,0
55.6,547,-144,3.2,69,-13.2,237.1,26,132.8,46.2,0
55.6,558,-157.3,1.7,296,-15.4,256.2,28,146.9,21.5,0
55.6,560,-160,5.2,290,-17.3,232.7,0,145.1,34.4,0
55.6,562,-156,2.6,64,-14,230.9,34,131.3,33.7,0
55.6,563,-157.2,2.9,65,-10.9,231.4,25,132.8,52.8,0
55.6,570,-150.6,4.7,291,-18.5,221,39,145.8,43.5,0
55.6,638,-149.1,5.3,163,-18.8,250.8,0,148.4,30.3,0
55.6,639,-153.6,2.5,64,-13.1,233.8,10,130.7,35.3,0
55.6,649,-153.5,3.6,68,-12.2,238.4,9,117.6,6.4,1
55.6,660,-154.3,2.4,61,-17.7,230.9,58,137.9,11.4,0
55.7,186,-70.9,5.5,59,-5.4,236.4,-2,100.9,5.1,1
55.7,191,-59.6,6,68,-11.4,247.5,14,89.6,0.4,1
55.7,203,-76.9,3.3,146,-23.5,250.8,20,106.9,2.3,1
55.7,205,-76,2.1,54,-4.9,230.6,49,105.2,5.9,1
55.7,210,-69.9,0,311,-30.7,230.6,36,99.9,1.2,1
55.7,212,-70.6,0.3,54,-3.8,225.2,98,100.5,3.8,1
55.7,215,-66.4,5.2,148,-19.5,233.7,32,96.4,1.5,1
55.7,217,-76.8,1.4,52,-6.2,225.5,58,106.3,10.4,1
55.7,218,-69.9,4.9,52,-5.8,233.3,39,99.8,7.5,1
55.7,223,-70.8,1.8,295,-16.4,230.2,25,100.8,1.2,1
55.7,226,-74,3.9,129,-19.9,228.9,51,104,0.6,1
55.7,238,-74.3,4.2,55,-6.4,226.7,88,103.9,8,1
55.7,251,-83.7,5.7,55,-5.3,231.6,5,109,34.5,1
55.7,256,-81.1,4.3,149,-11.3,243.7,8,110.5,13.9,1
55.7,263,-86.1,1,48,-8.4,222,57,109.3,19,1
55.7,264,-74,0.4,157,-22.3,233.7,4,103.9,2.5,1
55.7,266,-82,4,156,-17.9,237.4,16,111.3,12.4,1
55.7,270,-84.5,6,309,-18.8,234.5,39,113.3,25.2,1
55.7,272,-73.1,5.4,57,-4.4,236.8,16,103,9.2,1
55.7,281,-83.4,2.9,50,-8.6,236.3,34,104.4,21.2,1
55.7,283,-98.4,0.5,58,-7.4,237.7,27,116.2,34.5,1
55.7,285,-75.5,5.2,142,-15.8,236.1,8,105.5,4.7,1
55.7,287,-87.2,2.2,117,-14.4,243.7,26,117.2,9.7,1
55.7,294,-92.1,4,294,-13.7,247,10,118.4,50.7,1
55.7,294,-82.7,4.7,162,-21.7,234.6,21,112.1,12.6,1
55.7,303,-83.9,4.1,137,-19.5,229.5,28,111.5,43.6,1
55.7,309,-97.3,1.9,137,-12.2,219.2,8,126.9,16,0
55.7,309,-97.6,4.8,288,-15.9,243.1,17,121.2,52.2,0
55.7,311,-92.5,4.1,288,-18.7,230.7,34,116.5,39.3,1
55.7,363,-92.8,4.2,312,-19.5,242.9,-18,122.7,16.5,0
55.7,364,-105.8,2.7,171,-17.2,238.3,22,125.4,39.2,0
55.7,367,-99.9,6.1,64,-10.1,234.1,45,117.5,42.2,1
55.7,367,-98.7,3.1,311,-16.6,238,13,123.8,76.7,0
55.7,368,-98,1.1,63,-8.4,235.3,28,118.9,58.5,1
55.7,380,-102.9,0.3,68,-9.8,237.8,40,119.1,45.9,1
55.7,381,-107.1,0.5,302,-13.7,255.1,16,125.8,60,0
55.7,386,-89.9,4.1,309,-12.1,244.1,17,117.6,94.9,1
55.7,394,-114,2.5,317,-21.2,231.3,31,118.1,15,1
55.7,395,-100.2,3.1,152,-9.1,245.3,20,121.5,69.5,0
55.7,408,-107,3.6,314,-19.7,245,32,132.8,84.6,0
55.7,410,-113.5,0.4,50,-8.5,229.7,54,108.8,10.8,1
55.7,411,-104.9,5.8,68,-11.7,234.5,15,110,20.7,1
55.7,412,-104.6,3.4,150,-23.3,222.4,32,113.8,18.5,1
55.7,418,-108.9,4.7,155,-17,236.8,21,113.2,25.3,1
55.7,426,-118.5,1.4,69,-9.9,246.2,32,120,13.9,1
55.7,428,-117.5,3.9,65,-8.4,229.5,25,119.7,41.3,1
55.7,484,-114.8,2.3,160,-17.8,236.1,19,112.3,16.8,1
55.7,484,-119.6,5.7,290,-18.6,245.4,12,119.4,44.7,1
55.7,488,-125.4,1.1,163,-17,232.2,9,115.3,5.3,1
55.7,492,-114.5,0,298,-16.2,234.4,4,127.8,49.2,0
55.7,493,-123.9,1.4,162,-13.9,264.7,14,141.2,63.7,0
55.7,494,-114.8,3.5,67,-9.7,235.2,35,118.4,38.4,1
55.7,504,-123.6,0.5,66,-11.1,228.5,29,119.1,29.1,1
55.7,506,-112.6,4.8,312,-16.8,241.1,25,129.6,92.1,0
55.7,507,-120.3,1.2,56,-8.5,234.9,21,108.9,11.1,1
55.7,508,-120.8,4.3,160,-14.7,223.7,15,132.8,39,0
55.7,514,-121.4,1.4,303,-17.9,249.9,14,119.8,47.2,1
55.7,519,-129.7,2.3,285,-22.6,234.8,35,122.5,44.8,0
55.7,522,-136,4.5,60,-11.4,234.9,30,117.2,39.7,1
55.7,524,-133.2,5.8,77,-12,256.1,11,110.7,1,1
55.7,526,-126.8,1.2,311,-18,248.3,22,124.9,89.2,0
55.7,528,-136.9,4.6,154,-15.6,242.4,32,112.2,4.2,1
55.7,535,-128.5,3.1,293,-12.2,233.4,19,108.1,2.9,1
55.7,536,-130.7,1.4,314,-16.2,234.1,17,128.5,61.9,0
55.7,545,-128.5,1,297,-19.5,250.6,24,128.2,27.3,0
55.7,545,-146.6,1.4,148,-19.3,233.3,9,111.1,14.4,1
55.7,546,-126.3,3.6,157,-15.6,247.9,33,131.6,31.6,0
55.7,547,-121.7,5,146,-19.6,237.1,68,126.1,23.5,0
55.7,548,-130.2,5.5,64,-9.5,238.1,8,106.6,17.4,1
55.7,549,-126.1,3.4,68,-12.7,236.4,27,119.1,36.6,1
55.7,559,-122.7,2,297,-15.4,255.9,28,130.9,30.1,0
55.7,560,-143,5.2,291,-17.3,232.5,0,128.8,36.8,0
55.7,564,-141.7,3.2,64,-10.5,231,26,119.6,48.9,1
55.7,564,-143.9,3,63,-13.5,230.5,36,118.8,24.8,1
55.7,572,-129.8,5,293,-18.8,221.2,41,131.1,33.7,0
55.9,186,-77.3,5.4,57,-4.8,234.7,-2,107.2,4.7,1
55.9,192,-75,6.2,67,-11.2,246.9,14,105,0.4,1
55.9,204,-81.9,3.5,145,-23.5,250.6,21,111.8,0.5,1
55.9,207,-81.4,2.5,53,-4.3,229.8,55,111.2,2.9,1
55.9,211,-84.7,0.4,317,-31,230.3,39,114.7,3.2,1
55.9,215,-88.7,0.9,53,-3.3,223.9,105,118.6,3.7,1
55.9,217,-90.5,5.5,143,-19.9,232.7,35,120.5,3.4,0
55.9,219,-81.8,1.9,51,-5.5,225,63,111.5,4.1,1
55.9,220,-96.6,5.2,52,-5.1,232.3,43,123.8,22.5,0
55.9,225,-80.3,2.1,297,-16.4,229.9,25,110.3,0.5,1
55.9,229,-96,4.3,124,-19.8,228.1,54,125.9,3.5,0
55.9,242,-94.9,4.7,54,-5.7,226.4,94,124.1,13.3,0
55.9,252,-90.5,5.7,54,-4.7,231.1,6,115.4,30.5,1
55.9,257,-100.8,4.4,148,-11.3,243.6,8,130.1,19,0
55.9,265,-101.7,0.4,153,-22.8,233,4,131.1,23.4,0
55.9,266,-103,1.5,48,-7.6,222.2,62,114.5,6,1
55.9,267,-94.1,4.2,155,-18,237.3,16,124,8.8,0
55.9,272,-89,0.1,313,-19,233.9,41,118.9,8.3,1
55.9,273,-97.4,5.6,56,-4,235.8,17,126.4,28.4,0
55.9,283,-96.7,3.2,49,-7.9,235,37,125.6,27.4,0
55.9,284,-103.8,0.7,57,-6.8,236.4,29,130.4,55.3,0
55.9,286,-99.1,5.3,141,-15.8,236.1,8,128.9,13.9,0
55.9,289,-96.8,2.5,114,-14.1,242.2,28,126.8,4.4,0
55.9,295,-101.4,4.1,294,-13.7,246.6,11,129.9,43.2,0
55.9,296,-100.1,4.9,160,-21.9,234.6,22,128.5,17.9,0
55.9,305,-103.8,4.4,133,-19.6,229.1,29,131.8,41.6,0
55.9,309,-90.9,2,136,-12.2,219.4,8,120.9,1.4,0
55.9,310,-112.4,5,288,-16,242.7,18,135.4,51.5,0
55.9,313,-108.5,4.4,289,-18.8,230.4,35,128.2,26.1,0
55.9,362,-119.9,4,315,-19.6,242.1,-19,146.4,52.3,0
55.9,365,-104.8,3,170,-17.3,238.2,22,134.1,38.2,0
55.9,368,-111.2,3.2,314,-16.6,237.5,14,139.2,74.1,0
55.9,369,-122.8,0.3,63,-9.4,233.3,48,130.3,26.4,0
55.9,369,-106.3,1.4,61,-7.8,234.6,30,131.7,72.9,0
55.9,382,-110.2,0.7,302,-13.7,254.9,16,136.8,87.1,0
55.9,382,-111.3,0.6,66,-9.2,236.7,42,134,75.5,0
